n,k,M,r,Tp,Tc,f,cl,cm,cu,cv
4039,16,924657,14,362523360,116668969,1,4039,4039,4039,0
4039,16,925294,14,356510256,133468316,1,4039,4039,4039,0
4039,16,930236,14,373115390,122417497,1,4039,4039,4039,0
4039,16,943167,14,330238825,48198174,1,4039,4039,4039,0
4039,16,943688,14,323251085,48181175,1,4039,4039,4039,0
4039,16,943907,14,323035900,49232398,1,4039,4039,4039,0
4039,16,943971,14,299700628,44517471,1,4039,4039,4039,0
4039,16,943992,14,303024726,44965006,1,4039,4039,4039,0
4039,16,944010,14,308499243,43454439,1,4039,4039,4039,0
4039,16,944033,14,303625573,43296739,1,4039,4039,4039,0
4039,16,944068,14,498576495,45986862,1,4039,4039,4039,0
4039,16,944119,14,311941754,47986035,1,4039,4039,4039,0
4039,16,944208,14,294054824,43651176,1,4039,4039,4039,0
4039,16,944209,14,311409998,45258877,1,4039,4039,4039,0
4039,16,944230,14,325496769,42611327,1,4039,4039,4039,0
4039,16,944249,14,333949695,43827912,1,4039,4039,4039,0
4039,16,944281,14,290850731,44988490,1,4039,4039,4039,0
4039,16,944287,14,317481810,44710792,1,4039,4039,4039,0
4039,16,944293,14,314331958,43730632,1,4039,4039,4039,0
4039,16,944308,14,298446148,43653161,1,4039,4039,4039,0
4039,16,944309,14,306916235,45947495,1,4039,4039,4039,0
4039,16,944316,14,302639886,43985875,1,4039,4039,4039,0
4039,16,944330,14,347956674,52065365,1,4039,4039,4039,0
4039,16,944366,14,303203898,48786342,1,4039,4039,4039,0
4039,16,944385,14,291128128,44344894,1,4039,4039,4039,0
4039,16,944392,14,316452141,44374095,1,4039,4039,4039,0
4039,16,944400,14,305112837,42083122,1,4039,4039,4039,0
4039,16,944424,14,297816753,53694955,1,4039,4039,4039,0
4039,16,944441,14,286647335,42684964,1,4039,4039,4039,0
4039,16,944442,14,315983610,46734831,1,4039,4039,4039,0
4039,16,944446,14,325704966,43362742,1,4039,4039,4039,0
4039,16,944460,14,289816923,42649039,1,4039,4039,4039,0
4039,16,944478,14,311993407,42043101,1,4039,4039,4039,0
