n,k,M,p,r,Tp,Tc,f,cl,cm,cu,cv
1024,32,182388,3,2401,1657209044,113514178,632,1,1.62025,18,3.01718
1024,32,297442,4,4065,1574218788,218728142,579,1,1.76857,35,6.54057
1024,32,373412,5,5185,1105342771,116910032,596,1,1.71812,44,7.27289
2048,32,326600,4,4065,1406025204,117847200,1272,1,1.61006,37,3.71273
2048,32,407228,4,5281,1657141635,177745614,1232,1,1.66234,33,4.32267
2048,32,418606,5,5345,1654073796,154164959,1267,1,1.61642,37,3.87181
4096,32,381322,4,3809,1727481487,169457611,2471,1,1.65763,39,4.06247
4096,32,495276,4,5569,1697016365,189864388,2446,1,1.67457,55,5.047
4096,32,587484,5,6657,1685009240,217932919,2422,1,1.69116,51,6.39512
8192,32,1037458,5,11297,1661484083,329623003,4945,1,1.65662,132,8.72335
8192,32,1112264,5,12353,1682980930,352996529,4856,1,1.68699,231,14.9914
8192,32,601362,4,5089,1667564304,195210817,4929,1,1.662,42,4.20306
16384,32,1140016,5,7937,1645166473,283888064,9840,1,1.66504,80,5.39085
16384,32,1248894,5,9665,1609487969,326609430,9845,1,1.6642,65,5.37916
16384,32,1266116,5,9921,1677700391,323517432,9840,1,1.66504,79,5.35162
32768,32,1765994,5,7681,1735489038,321008452,19521,1,1.6786,86,5.57305
32768,32,1768690,5,7969,1681762621,321904872,19717,1,1.66192,88,5.14654
32768,32,1885066,5,9793,1637497313,364604175,19729,1,1.66091,91,5.53335
65536,32,3107388,5,9345,1629998535,415829252,39506,1,1.65889,106,5.21974
65536,32,3157688,5,9761,1699089691,424790640,39244,1,1.66996,85,5.38481
65536,32,3264662,5,11201,1023523709,528846934,39103,1,1.67598,156,6.74595
131072,32,5732124,5,10561,1683706114,546278502,78604,1,1.6675,101,5.56325
131072,32,5886066,5,12545,1677292590,590841384,78257,1,1.67489,134,5.82269
131072,32,5945744,5,14529,1614894429,653435717,79422,1,1.65032,334,11.0834
262144,32,10750552,5,9953,1717009387,728984706,157112,1,1.66852,128,5.37445
262144,32,10797454,5,11649,1718930917,762124793,157965,1,1.65951,117,5.55779
262144,32,10854968,5,12289,1744927411,770186849,157646,1,1.66286,119,5.1989
524288,32,20938772,5,11585,1862407418,1169764495,314706,1,1.66596,141,5.70531
524288,32,20948186,5,11777,1795506930,1173084116,314721,1,1.66588,134,5.38515
524288,32,20984324,5,12545,1828148606,1189299436,314880,1,1.66504,136,5.42143
1048576,32,41295522,5,12865,2057228489,2117086864,628407,1,1.66863,184,5.66167
1048576,32,41341544,5,13345,2109889110,2127496281,628270,1,1.66899,191,5.66962
1048576,32,46503954,6,16577,2090227538,2449486761,629353,1,1.66612,187,5.6524
