n,k,M,p,r,Tp,Tc,f,cl,cm,cu,cv
1024,4,36470,4,397,13262326,6755408,635,1,1.6126,31,3.53496
1024,4,38564,4,509,13365550,7184313,614,1,1.66775,30,5.0199
1024,4,39666,4,557,20753258,7710033,603,1,1.69818,21,3.79613
2048,4,71258,4,489,14799104,12064226,1255,1,1.63187,35,3.70831
2048,4,71748,4,389,15193119,11679206,1236,1,1.65696,26,3.41792
2048,4,74488,4,549,15130151,12392219,1216,1,1.68421,40,5.08449
4096,4,144066,4,685,18626540,23203198,2447,1,1.67389,38,5.02156
4096,4,144810,4,637,18791970,24935771,2437,1,1.68076,52,5.52467
4096,4,167270,5,849,18527776,27650851,2429,1,1.68629,52,6.78755
8192,4,276518,4,589,25294605,42861893,4967,1,1.64929,64,4.50555
8192,4,281642,4,605,25321165,44057802,4903,1,1.67081,48,5.2455
8192,4,283580,4,821,25458194,44393764,4904,1,1.67047,106,6.94932
16384,4,553182,4,701,40452295,87230837,9901,1,1.65478,70,4.52339
16384,4,636230,5,973,40894404,104019761,9865,1,1.66082,65,4.89357
16384,4,640120,5,1337,40759298,105023934,9872,1,1.65964,151,8.05981
32768,4,1255702,5,1005,71828170,212747922,19845,1,1.6512,76,5.17398
32768,4,1268006,5,1209,71782914,212048281,19727,1,1.66107,112,5.45192
32768,4,1282542,5,1181,71879585,212943377,19565,1,1.67483,165,7.00962
65536,4,2537086,5,1197,140441880,437922922,39307,1,1.66729,85,5.54443
65536,4,2551412,5,1297,144612952,446331502,39100,1,1.67611,85,5.37054
65536,4,2562452,5,1293,140212706,445233490,38990,1,1.68084,100,5.9678
131072,4,5055746,5,1261,280448685,956055200,78775,1,1.66388,121,5.72413
131072,4,5701466,6,2009,287069320,1099358583,78603,1,1.66752,267,6.27639
