n,k,M,r,Tp,Tc,f,cl,cm,cu,cv
1024,16,55125,17,260610966,14385578,4,1,256,1021,195075
1024,16,60226,21,278824908,15597325,8,1,128,1017,112903
1024,16,62651,23,281782797,16616684,8,1,128,1017,112903
2048,16,100228,17,263621095,17571397,4,1,512,2045,783363
2048,16,103442,20,241714377,17437891,7,1,292.571,2042,510083
2048,16,104025,21,269003196,17993772,6,1,341.333,2043,579134
4096,16,194103,21,277713815,36520993,6,1,682.667,4091,2.32335e+06
4096,16,196670,20,282989585,23199919,5,1,819.2,4092,2.6778e+06
4096,16,197203,20,270430892,21848327,5,1,819.2,4092,2.6778e+06
8192,16,398984,25,289651578,30427267,10,1,819.2,8183,6.02506e+06
8192,16,400083,24,291551682,31690102,9,1,910.222,8184,6.61348e+06
8192,16,407021,25,271251720,33029161,10,1,819.2,8183,6.02506e+06
16384,16,822968,18,306825659,48169437,3,1,5461.33,16382,5.96305e+07
16384,16,823276,19,311425215,45962714,4,1,4096,16381,5.03071e+07
16384,16,828790,22,330046067,49412643,7,1,2340.57,16378,3.28416e+07
32768,16,1691802,26,442751667,277083240,11,1,2978.91,32758,8.86794e+07
32768,16,1732000,25,337303775,86019271,8,1,4096,32761,1.17383e+08
32768,16,1737464,25,348563149,87952049,8,1,4096,32761,1.17383e+08
65536,16,3631513,25,461646893,170447831,8,1,8192,65529,4.69647e+08
65536,16,3643409,24,448694068,162434007,9,1,7281.78,65528,4.24078e+08
65536,16,3643884,26,444154938,164369561,11,1,5957.82,65526,3.54837e+08
131072,16,7653917,33,625591790,341316894,16,1,8192,131057,1.00639e+09
131072,16,7663334,24,679940669,339790225,7,1,18724.6,131066,2.10343e+09
