n,k,M,p,r,Tp,Tc,f,cl,cm,cu,cv
1024,32,1122476,5,16641,1660043805,396330132,420,1,2.4381,325,252.441
1024,32,562884,5,7937,822349483,201593303,446,1,2.29596,172,91.7241
1024,32,651378,5,9281,1609251250,282397949,417,1,2.45564,131,90.1809
2048,32,1160478,6,16097,1677310557,410728147,845,1,2.42367,520,325.383
2048,32,1410802,6,19937,1517150236,690338902,811,1,2.52528,664,548.027
2048,32,1412572,6,20001,1580227039,588206966,840,1,2.4381,748,665.425
4096,32,1912352,6,25697,1609520813,637108052,1628,1,2.51597,1283,1014.35
4096,32,1919194,7,25537,1626060637,637522230,1747,1,2.34459,872,450.32
4096,32,1962800,6,26593,1677556719,689502428,1690,1,2.42367,1145,779.678
8192,32,2270624,6,27297,1712126497,714217488,3368,1,2.4323,2399,1716.57
8192,32,2619078,6,32641,1654177500,840701332,3317,1,2.4697,2573,1999.37
8192,32,2904356,6,37089,1239049062,817818896,3316,1,2.47045,2626,2081.77
16384,32,3918778,7,42849,1638278536,1143606369,6787,1,2.41403,4636,3177.92
16384,32,4385356,7,50177,1645856932,1329910868,6762,1,2.42295,4572,3095.5
16384,32,4862586,7,57377,1639103219,1439033029,6613,1,2.47754,4522,3101.26
32768,32,5891738,7,54337,1351488198,1373693421,13089,1,2.50348,10345,8181.03
32768,32,5905144,7,54817,1648309299,1582021751,13284,1,2.46673,10494,8294
32768,32,6183132,7,58817,1631825015,1672053401,13114,1,2.4987,10752,8818.07
65536,32,11359456,8,93185,1702699880,2763295156,26214,1,2.50004,21351,17393
65536,32,11556334,8,96865,1678628388,2786786829,26423,1,2.48026,20562,16004.6
65536,32,8808846,7,62785,1662498377,2005775467,26551,1,2.46831,20522,15865.9
131072,32,17563952,8,106625,1707711206,3503150274,52786,1,2.48308,42229,33786.3
131072,32,17596830,8,107041,1672254822,3496958950,52659,1,2.48907,41977,33464.6
131072,32,20674564,9,138753,1637308412,4381828648,53032,1,2.47156,40988,31684.3
262144,32,29492186,8,126977,1768504531,4852114673,106039,1,2.47215,81528,62686.5
262144,32,30141922,8,137537,1744533824,5032263404,106031,1,2.47233,79924,60249.1
262144,32,30303110,8,138529,1739009601,5085320597,106727,1,2.45621,87386,71551.6
524288,32,52300336,8,148641,2013095947,6856323813,211918,1,2.47401,164136,127131
524288,32,58344072,9,175073,1997160074,7981585994,212130,1,2.47154,162078,123839
524288,32,61136652,9,216385,2002704118,9034625958,211288,1,2.48139,164457,128009
1048576,32,108566278,9,219169,2184009857,12285636123,423443,1,2.47631,330756,258360
1048576,32,109850704,9,236353,2230603322,12813134823,422898,1,2.4795,335865,266746
1048576,32,112134840,9,275329,2234337456,13897431881,423260,1,2.47738,328703,255274
