n,k,M,r,Tp,Tc,f,cl,cm,cu,cv
1024,4,50445,12,234068394,6471757,1,1024,1024,1024,0
1024,4,50871,12,134846352,17973587,1,1024,1024,1024,0
1024,4,50883,14,208792290,10776071,1,1024,1024,1024,0
2048,4,109817,14,210170037,13005477,1,2048,2048,2048,0
2048,4,110535,15,186720632,12781627,2,1,1024,2047,1.04653e+06
2048,4,110549,14,142635939,12269961,1,2048,2048,2048,0
4096,4,233835,12,243184461,32175444,1,4096,4096,4096,0
4096,4,234997,13,281643450,25553528,2,1,2048,4095,4.19021e+06
4096,4,236019,12,233247727,26892812,1,4096,4096,4096,0
8192,4,505940,14,222738165,57138572,1,8192,8192,8192,0
8192,4,506681,14,207635100,57899553,1,8192,8192,8192,0
8192,4,509102,12,229690781,56467451,1,8192,8192,8192,0
16384,4,1076306,14,408360388,112942864,1,16384,16384,16384,0
16384,4,1082889,14,324150185,122547653,1,16384,16384,16384,0
16384,4,1086442,14,384966386,132063371,1,16384,16384,16384,0
32768,4,2297631,14,559203445,229699665,1,32768,32768,32768,0
32768,4,2300402,14,552764353,219421739,1,32768,32768,32768,0
32768,4,2307299,14,546217394,234853791,1,32768,32768,32768,0
65536,4,4872542,14,963599723,513285424,1,65536,65536,65536,0
65536,4,4879548,14,951236625,544555515,1,65536,65536,65536,0
65536,4,4881994,15,959502307,503334370,2,1,32768,65535,1.07368e+09
131072,4,10297170,14,1936076553,1109564795,1,131072,131072,131072,0
131072,4,10297183,14,1958064041,1126418014,1,131072,131072,131072,0
131072,4,10316306,16,1941187399,1131298152,3,1,43690.7,131070,3.81757e+09
262144,4,21719338,14,4038512996,2537364622,1,262144,262144,262144,0
262144,4,21723458,15,4012996784,2587037922,2,1,131072,262143,1.71796e+10
262144,4,21733066,14,4120221621,2600277723,1,262144,262144,262144,0
524288,4,45637737,16,8762972002,5780106526,1,524288,524288,524288,0
524288,4,45649405,14,8718049433,5803437571,1,524288,524288,524288,0
524288,4,45649467,14,8665296755,5716581126,1,524288,524288,524288,0
1048576,4,95578225,16,19214108595,13479488543,1,1048576,1.04858e+06,1048576,0
1048576,4,95604406,16,19324025416,13336758156,1,1048576,1.04858e+06,1048576,0
1048576,4,95656665,16,19298048154,13210946024,1,1048576,1.04858e+06,1048576,0
