n,k,M,r,Tp,Tc,f,cl,cm,cu,cv
1024,1,47034,12,37882153,16008156,1,1024,1024,1024,0
1024,1,47316,14,37506643,16066587,1,1024,1024,1024,0
1024,1,47486,12,38201172,16309164,1,1024,1024,1024,0
2048,1,103512,14,75897265,37230516,1,2048,2048,2048,0
2048,1,104159,15,75993847,37337264,2,1,1024,2047,1.04653e+06
2048,1,104244,14,76284405,37674385,1,2048,2048,2048,0
4096,1,222084,12,162339780,86858143,1,4096,4096,4096,0
4096,1,223223,13,160245775,87682914,2,1,2048,4095,4.19021e+06
4096,1,224304,12,161968979,86928141,1,4096,4096,4096,0
8192,1,482606,14,359693098,204651149,1,8192,8192,8192,0
8192,1,483338,14,374104889,205048277,1,8192,8192,8192,0
8192,1,485900,12,363498134,207482113,1,8192,8192,8192,0
16384,1,1029670,14,811023255,482812044,1,16384,16384,16384,0
16384,1,1036308,14,811702868,479883880,1,16384,16384,16384,0
16384,1,1039786,14,854230409,485663722,1,16384,16384,16384,0
32768,1,2204252,14,1878826990,1106729966,1,32768,32768,32768,0
32768,1,2206808,14,1860533830,1063330127,1,32768,32768,32768,0
32768,1,2213706,14,1885292969,1116215849,1,32768,32768,32768,0
65536,1,4684382,14,4160703712,2590563089,1,65536,65536,65536,0
65536,1,4691420,14,4141417129,2610985836,1,65536,65536,65536,0
65536,1,4693655,15,4227029060,2612873575,2,1,32768,65535,1.07368e+09
131072,1,9918186,14,9443353702,6033942619,1,131072,131072,131072,0
131072,1,9918416,14,9513984109,5992113140,1,131072,131072,131072,0
131072,1,9936982,16,9453417963,6055628210,3,1,43690.7,131070,3.81757e+09
262144,1,20956666,14,20842617581,13458705775,1,262144,262144,262144,0
262144,1,20960679,15,20498225180,13433141788,2,1,131072,262143,1.71796e+10
262144,1,20970294,14,20981071659,13374503962,1,262144,262144,262144,0
524288,1,44103672,16,44877821384,28490551308,1,524288,524288,524288,0
524288,1,44115866,14,46657595856,30759295765,1,524288,524288,524288,0
524288,1,44116092,14,45745639169,29341916889,1,524288,524288,524288,0
1048576,1,92497068,16,101118615818,66695331718,1,1048576,1.04858e+06,1048576,0
1048576,1,92523476,16,100095196940,66077079177,1,1048576,1.04858e+06,1048576,0
1048576,1,92575260,16,101557290330,65866730815,1,1048576,1.04858e+06,1048576,0
