n,k,M,r,Tp,Tc,f,cl,cm,cu,cv
1024,1,32829,17,29342710,11999800,4,1,256,1021,195075
1024,1,33405,21,30009428,12078115,8,1,128,1017,112903
1024,1,33657,23,29776840,11958449,8,1,128,1017,112903
2048,1,72759,21,56273877,27620387,6,1,341.333,2043,579134
2048,1,73146,20,57810292,28104347,7,1,292.571,2042,510083
2048,1,73289,17,56814984,28023175,4,1,512,2045,783363
4096,1,156640,20,116142550,63958932,5,1,819.2,4092,2.6778e+06
4096,1,156729,21,117177871,64729238,6,1,682.667,4091,2.32335e+06
4096,1,157070,20,117131933,64146787,5,1,819.2,4092,2.6778e+06
8192,1,332675,25,263540588,149509553,10,1,819.2,8183,6.02506e+06
8192,1,334726,24,269140649,149267873,9,1,910.222,8184,6.61348e+06
8192,1,339835,25,256117579,150375062,10,1,819.2,8183,6.02506e+06
16384,1,718291,19,574941261,346869308,4,1,4096,16381,5.03071e+07
16384,1,718852,18,603068383,352258335,3,1,5461.33,16382,5.96305e+07
16384,1,720098,22,603608117,351542674,7,1,2340.57,16378,3.28416e+07
32768,1,1524849,25,1283692427,809388789,8,1,4096,32761,1.17383e+08
32768,1,1526774,26,1288778160,814106817,11,1,2978.91,32758,8.86794e+07
32768,1,1529939,25,1298604970,811151996,8,1,4096,32761,1.17383e+08
65536,1,3224789,25,2935040342,1837754199,8,1,8192,65529,4.69647e+08
65536,1,3234704,26,2848646383,1860888448,11,1,5957.82,65526,3.54837e+08
65536,1,3236286,24,2904206425,1885342278,9,1,7281.78,65528,4.24078e+08
131072,1,6816831,33,6666289289,4371460506,16,1,8192,131057,1.00639e+09
131072,1,6833950,24,6503640130,4338512510,7,1,18724.6,131066,2.10343e+09
