n,k,M,r,Tp,Tc,f,cl,cm,cu,cv
1024,1,19088,1312,14680331,5396776,614,1,1.66775,30,5.0199
1024,1,19425,1389,14637568,5458055,635,1,1.6126,31,3.53496
1024,1,19590,1382,14684706,5453343,603,1,1.69818,21,3.79613
2048,1,38578,2698,21823139,10854703,1236,1,1.65696,26,3.41792
2048,1,38753,2749,21658614,10804112,1255,1,1.63187,35,3.70831
2048,1,38856,2720,22035056,11185541,1216,1,1.68421,40,5.08449
4096,1,76766,5308,37042998,22784120,2447,1,1.67389,38,5.02156
4096,1,76985,5325,37171408,22978742,2429,1,1.68629,52,6.78755
4096,1,77534,5418,37019526,22690115,2437,1,1.68076,52,5.52467
8192,1,153535,10629,68701523,48023464,4904,1,1.67047,106,6.94932
8192,1,153747,10659,68602532,48190985,4903,1,1.67081,48,5.2455
8192,1,154098,10794,68364510,47768358,4967,1,1.64929,64,4.50555
16384,1,304914,20982,134510484,101642965,9872,1,1.65964,151,8.05981
16384,1,308451,21547,134767766,100851931,9865,1,1.66082,65,4.89357
16384,1,308841,21651,134165269,100743282,9901,1,1.65478,70,4.52339
32768,1,614688,42866,275731815,211806798,19845,1,1.6512,76,5.17398
32768,1,615314,42642,277459346,215678716,19565,1,1.67483,165,7.00962
32768,1,616569,43037,283035391,214765828,19727,1,1.66107,112,5.45192
65536,1,1232524,85446,581964297,453166349,38990,1,1.68084,100,5.9678
65536,1,1232951,85867,575929855,446646477,39307,1,1.66729,85,5.54443
65536,1,1233920,85792,582329167,457948467,39100,1,1.67611,85,5.37054
131072,1,2463279,171305,1232102668,938761978,78603,1,1.66752,267,6.27639
131072,1,2466254,171960,1228956448,938196976,78775,1,1.66388,121,5.72413
