n,k,M,p,r,Tp,Tc,f,cl,cm,cu,cv
1024,32,1130522,4,15681,1581790238,441712240,5,1,204.8,1020,166138
1024,32,1402660,5,19585,1665412789,514710696,6,1,170.667,1019,143934
1024,32,880758,4,11809,1655232508,342706060,3,1,341.333,1022,231654
2048,32,1701738,5,21697,1635720369,585897024,9,1,227.556,2040,410619
2048,32,1708176,5,21953,1617662123,587780869,4,1,512,2045,783363
2048,32,1933272,6,24545,1693088226,669226260,4,1,512,2045,783363
4096,32,2328034,5,26177,1683475668,734300337,9,1,455.111,4088,1.64974e+06
4096,32,2383188,5,27009,1717771224,779237009,6,1,682.667,4091,2.32335e+06
4096,32,2422544,5,27681,1703540895,774969638,6,1,682.667,4091,2.32335e+06
8192,32,3434940,5,32449,1663914321,982397795,8,1,1024,8185,7.3257e+06
8192,32,3744220,6,34369,1644598165,1069911932,10,1,819.2,8183,6.02506e+06
8192,32,3771050,6,34689,1647938062,1082377150,7,1,1170.29,8186,8.20337e+06
16384,32,4948660,5,33345,939002188,828603956,12,1,1365.33,16373,2.04755e+07
16384,32,6105832,6,45409,1679552687,1525673659,8,1,2048,16377,2.93315e+07
16384,32,6448492,6,50849,1658491356,1685506032,6,1,2730.67,16379,3.72554e+07
32768,32,10214990,6,56673,1651297810,2129439355,7,1,4681.14,32762,1.31422e+08
32768,32,10526656,6,61473,1185877488,1861241577,6,1,5461.33,32763,1.49076e+08
32768,32,10980908,6,69601,1657337547,2489115947,8,1,4096,32761,1.17383e+08
65536,32,17651808,6,66977,1737447502,2892292455,4,1,16384,65532,8.05175e+08
65536,32,17760384,6,65697,1433041697,2703013946,10,1,6553.6,65527,3.86429e+08
65536,32,20081440,7,77985,1765695687,3399657741,14,1,4681.14,65523,2.84749e+08
131072,32,32273752,6,68577,1891527514,3757574351,16,1,8192,131057,1.00639e+09
131072,32,35970912,7,78337,1877234519,4288181666,6,1,21845.3,131067,2.38587e+09
131072,32,36056804,7,79681,1879757578,4317752183,12,1,10922.7,131061,1.31211e+09
262144,32,63360808,6,95393,2288855235,6000613574,14,1,18724.6,262131,4.55744e+09
262144,32,69469104,7,94145,2284394214,6255912188,16,1,16384,262129,4.02604e+09
262144,32,70276730,7,128577,2281187607,7521253936,19,1,13797.1,262126,3.42596e+09
524288,32,137454472,7,119681,3052971478,9833713448,16,1,32768,524273,1.61051e+10
524288,32,139197940,7,144993,3022440247,11362758054,16,1,32768,524273,1.61051e+10
524288,32,151981670,8,152929,3017478262,11639251663,21,1,24966.1,524268,1.24651e+10
1048576,32,276310206,7,163297,4573534252,17927998094,25,1,41943,1048552,4.22192e+10
1048576,32,276561730,7,165121,4334926764,17779198646,23,1,45590.3,1048554,4.57244e+10
1048576,32,300124532,8,151905,4529370613,17717785577,16,1,65536,1048561,6.44225e+10
