n,k,M,p,r,Tp,Tc,f,cl,cm,cu,cv
1024,2,127638,4,739,20127373,28981877,3,1,341.333,1022,231654
1024,2,146606,4,971,22400056,33820420,1,1024,1024,1024,0
1024,2,159542,4,1015,23932197,34748392,1,1024,1024,1024,0
1024,2,42512,5,325,12666498,12282758,596,1,1.71812,44,7.27289
1024,2,43374,4,473,12822404,12563089,519,1,1.97303,158,52.8972
1024,2,47146,4,587,12989127,13669559,471,1,2.1741,142,49.6555
1024,2,61196,6,787,12955002,18360445,490,1,2.0898,226,106.523
1024,2,61256,5,1041,13102215,18531610,420,1,2.4381,325,252.441
2048,2,137092,6,1251,17242512,40415854,840,1,2.4381,748,665.425
2048,2,305572,4,1131,38781935,67260865,2,1,1024,2047,1.04653e+06
2048,2,308316,5,1373,33679094,71022831,4,1,512,2045,783363
2048,2,384824,5,1245,43144161,84730085,2,1,1024,2047,1.04653e+06
2048,2,77506,5,335,16099209,23800454,1267,1,1.61642,37,3.87181
2048,2,97752,5,601,16480496,27781935,1038,1,1.97303,134,38.2054
2048,2,98072,5,661,16524507,28242156,1040,1,1.96923,179,40.7991
2048,2,98958,5,605,16799504,28898815,1029,1,1.99028,202,49.1097
4096,2,139956,4,349,22753058,39029805,2446,1,1.67457,55,5.047
4096,2,192482,5,721,24141571,55800115,2079,1,1.97018,243,38.5907
4096,2,195042,5,425,24392071,55969489,2029,1,2.01873,79,19.2328
4096,2,196560,5,617,24519993,56137200,2040,1,2.00784,173,41.7499
4096,2,273752,6,1607,25962630,79758772,1628,1,2.51597,1283,1014.35
4096,2,661008,5,1689,64119626,151380677,6,1,682.667,4091,2.32335e+06
4096,2,730058,5,2141,75365679,167409167,3,1,1365.33,4094,3.72281e+06
4096,2,797078,5,1685,86648836,180686214,1,4096,4096,4096,0
8192,2,1365960,5,2029,134939265,336826652,8,1,1024,8185,7.3257e+06
8192,2,1522836,5,2073,160384172,362089805,2,1,4096,8191,1.6769e+07
8192,2,1830222,6,2729,184308577,437314871,1,8192,8192,8192,0
8192,2,276642,4,319,37573330,81171128,4929,1,1.662,42,4.20306
8192,2,381690,5,741,40446609,115352170,4163,1,1.96781,234,28.3257
