n,k,M,r,Tp,Tc,f,cl,cm,cu,cv
1024,32,106269,12,1340583117,72634481,1,1024,1024,1024,0
1024,32,106398,12,1656223733,33713923,1,1024,1024,1024,0
1024,32,106770,12,1748526697,34623960,1,1024,1024,1024,0
2048,32,166730,12,993475058,80169788,1,2048,2048,2048,0
2048,32,169002,12,1734031911,37476830,1,2048,2048,2048,0
2048,32,170535,12,1793224655,37391950,1,2048,2048,2048,0
4096,32,301096,12,1384486797,47784263,1,4096,4096,4096,0
4096,32,309141,12,1656210385,42560088,1,4096,4096,4096,0
4096,32,314970,14,1643851495,46475583,1,4096,4096,4096,0
8192,32,600358,12,1678310098,54141396,1,8192,8192,8192,0
8192,32,611710,14,1775167960,58837471,1,8192,8192,8192,0
8192,32,615591,15,1734460387,56247410,2,1,4096,8191,1.6769e+07
16384,32,1217926,14,1575610244,149498812,1,16384,16384,16384,0
16384,32,1241865,14,1687129067,76647184,1,16384,16384,16384,0
16384,32,1242662,14,1738025854,76435497,1,16384,16384,16384,0
32768,32,2569070,14,1723387596,120127359,1,32768,32768,32768,0
32768,32,2570282,15,1718807940,126548975,2,1,16384,32767,2.68403e+08
32768,32,2577723,14,1726594796,117775415,1,32768,32768,32768,0
65536,32,5389039,14,1811193853,212688889,1,65536,65536,65536,0
65536,32,5405727,14,1801014579,217577596,1,65536,65536,65536,0
65536,32,5416521,15,1767621515,224694305,2,1,32768,65535,1.07368e+09
84498,32,1585940,26,1767530149,162358649,2,4,42249,84494,1.78464e+09
131072,32,11333574,14,2181034275,528461375,1,131072,131072,131072,0
131072,32,11357803,14,2195257884,546753693,1,131072,131072,131072,0
