n,k,M,r,Tp,Tc,f,cl,cm,cu,cv
1024,16,1434305,1312,265410012,435746420,614,1,1.66775,30,5.0199
1024,16,1507650,1382,267621332,474616919,603,1,1.69818,21,3.79613
1024,16,1516722,1389,299607318,437337767,635,1,1.6126,31,3.53496
2048,16,2946627,2698,257737658,846685248,1236,1,1.65696,26,3.41792
2048,16,2968828,2720,271450990,925513778,1216,1,1.68421,40,5.08449
2048,16,3001479,2749,266890766,856402411,1255,1,1.63187,35,3.70831
4096,16,5798493,5308,266294687,1654238799,2447,1,1.67389,38,5.02156
4096,16,5815502,5325,289050070,1799252817,2429,1,1.68629,52,6.78755
4096,16,5914124,5418,300827255,1683252779,2437,1,1.68076,52,5.52467
8192,16,11610686,10629,260969344,3280351050,4904,1,1.67047,106,6.94932
8192,16,11642314,10659,279399582,3661134842,4903,1,1.67081,48,5.2455
8192,16,11788210,10794,295930584,3306440727,4967,1,1.64929,64,4.50555
16384,16,22932693,20982,260042861,6681185647,9872,1,1.65964,151,8.05981
16384,16,23528974,21547,283466268,6574071628,9865,1,1.66082,65,4.89357
16384,16,23640689,21651,297515296,6832824792,9901,1,1.65478,70,4.52339
32768,16,46571517,42642,304288170,12983676448,19565,1,1.67483,165,7.00962
32768,16,46822639,42866,273545872,14291522566,19845,1,1.6512,76,5.17398
32768,16,46997060,43037,298152594,13092252149,19727,1,1.66107,112,5.45192
65536,16,93306250,85446,293173664,26025674629,38990,1,1.68084,100,5.9678
65536,16,93677344,85792,303820546,26042739120,39100,1,1.67611,85,5.37054
65536,16,93767320,85867,298151568,25967621440,39307,1,1.66729,85,5.54443
131072,16,187080527,171305,314013119,51953136621,78603,1,1.66752,267,6.27639
131072,16,187781287,171960,321670370,56749325131,78775,1,1.66388,121,5.72413
