n,k,M,r,Tp,Tc,f,cl,cm,cu,cv
1024,32,113855,18,1365623503,67325653,3,1,341.333,1022,231654
1024,32,115605,18,1656168472,58870543,5,1,204.8,1020,166138
1024,32,120166,19,1650868345,65527160,6,1,170.667,1019,143934
2048,32,163918,19,1672951635,44789793,4,1,512,2045,783363
2048,32,164623,19,1653950641,45272313,4,1,512,2045,783363
2048,32,184579,24,1685246217,59138584,9,1,227.556,2040,410619
4096,32,265849,21,1682045385,52576087,6,1,682.667,4091,2.32335e+06
4096,32,267613,21,1655209134,68367850,6,1,682.667,4091,2.32335e+06
4096,32,279713,24,1689540992,61788280,9,1,455.111,4088,1.64974e+06
8192,32,480250,23,1709204573,64180382,8,1,1024,8185,7.3257e+06
8192,32,485783,24,1765867752,65763856,7,1,1170.29,8186,8.20337e+06
8192,32,488471,25,1640165687,68408376,10,1,819.2,8183,6.02506e+06
16384,32,904245,21,1699611486,79134725,6,1,2730.67,16379,3.72554e+07
16384,32,913850,23,1684308194,79000861,8,1,2048,16377,2.93315e+07
16384,32,931228,27,1684497408,84385631,12,1,1365.33,16373,2.04755e+07
32768,32,1762113,22,1243141400,365794517,7,1,4681.14,32762,1.31422e+08
32768,32,1824837,23,1694500655,111753495,8,1,4096,32761,1.17383e+08
32768,32,1827007,21,1704022324,118814082,6,1,5461.33,32763,1.49076e+08
65536,32,3636040,27,1440687234,768277467,10,1,6553.6,65527,3.86429e+08
65536,32,3764559,22,1726272656,196608941,4,1,16384,65532,8.05175e+08
65536,32,3811087,31,1835313734,202873287,14,1,4681.14,65523,2.84749e+08
131072,32,7876526,23,1983886992,378772381,6,1,21845.3,131067,2.38587e+09
131072,32,7893554,29,1894477928,372679023,12,1,10922.7,131061,1.31211e+09
131072,32,7920035,33,1913721682,382895026,16,1,8192,131057,1.00639e+09
262144,32,16503786,33,2313618396,816543117,16,1,16384,262129,4.02604e+09
262144,32,16515288,31,2317614561,796117472,14,1,18724.6,262131,4.55744e+09
262144,32,16544063,36,2335325228,802928185,19,1,13797.1,262126,3.42596e+09
1048576,32,72407070,40,4412732383,3607757580,23,1,45590.3,1048554,4.57244e+10
