n,k,M,p,r,Tp,Tc,f,cl,cm,cu,cv
1024,4,136518,4,1477,21833148,20991616,3,1,341.333,1022,231654
1024,4,142346,4,1961,23430017,23859504,5,1,204.8,1020,166138
1024,4,168476,5,2449,19075877,28236065,6,1,170.667,1019,143934
2048,4,324808,5,2745,27080005,48850524,4,1,512,2045,783363
2048,4,334498,5,2713,24873604,48369991,9,1,227.556,2040,410619
2048,4,386552,6,3069,24933790,55639839,4,1,512,2045,783363
4096,4,678312,5,3461,43111510,94618372,6,1,682.667,4091,2.32335e+06
4096,4,678554,5,3273,40633150,91597556,9,1,455.111,4088,1.64974e+06
4096,4,681292,5,3377,40557743,93126921,6,1,682.667,4091,2.32335e+06
8192,4,1390324,5,4057,77544160,183934472,8,1,1024,8185,7.3257e+06
8192,4,1578588,6,4297,76971674,207294666,10,1,819.2,8183,6.02506e+06
8192,4,1585258,6,4337,77337356,207384380,7,1,1170.29,8186,8.20337e+06
16384,4,2847596,5,4169,161099783,373641210,12,1,1365.33,16373,2.04755e+07
16384,4,3244620,6,6357,159780826,447945295,6,1,2730.67,16379,3.72554e+07
16384,4,3244680,6,5677,158364675,438332011,8,1,2048,16377,2.93315e+07
32768,4,6595660,6,8701,340624600,935359254,8,1,4096,32761,1.17383e+08
32768,4,6644206,6,7085,348678443,933896035,7,1,4681.14,32762,1.31422e+08
32768,4,6653472,6,7685,348722149,930950298,6,1,5461.33,32763,1.49076e+08
65536,4,13431872,6,8373,770050980,2006191755,4,1,16384,65532,8.05175e+08
65536,4,13621088,6,8213,856109040,2061745586,10,1,6553.6,65527,3.86429e+08
65536,4,15167944,7,9749,769193089,2268671730,14,1,4681.14,65523,2.84749e+08
131072,4,27953016,6,8573,1715680909,4398590277,16,1,8192,131057,1.00639e+09
131072,4,31035240,7,9793,1716814315,4896276019,6,1,21845.3,131067,2.38587e+09
131072,4,31036460,7,9961,1715188166,4908509564,12,1,10922.7,131061,1.31211e+09
262144,4,57350664,6,11925,3850463655,9849382573,14,1,18724.6,262131,4.55744e+09
262144,4,62175938,7,16073,3823462341,10781638023,19,1,13797.1,262126,3.42596e+09
262144,4,63537528,7,11769,3801034505,10859710276,16,1,16384,262129,4.02604e+09
524288,4,129914128,7,14961,8465533224,24311692761,16,1,32768,524273,1.61051e+10
524288,4,130062940,7,18125,8462242716,24158294143,16,1,32768,524273,1.61051e+10
524288,4,142346646,8,19117,8549641534,26926459210,21,1,24966.1,524268,1.24651e+10
1048576,4,266022054,7,20413,18800648046,54499221086,25,1,41943,1048552,4.22192e+10
1048576,4,266158666,7,20641,18884997947,53918769498,23,1,45590.3,1048554,4.57244e+10
1048576,4,290554020,8,18989,18817952783,59156846761,16,1,65536,1048561,6.44225e+10
